Author,Born-Died,TITLE,time,TECHNIQUE,LOCATION,LATITUDE,LONGITUDE,DESC,PRECISION,URL,FORM,TYPE,SCHOOL,TIMELINE,Genre,ID
LIEBERMANN Max,(b. 1847 Berlin d. 1935 Berlin),At the Races,1909,Oil on panel 53 x 74 cm,Kunstmuseum Winterthur,47.4985199,8.7329903,Winterthur Switzerland,city/town,http://www.wga.hu/art/l/lieberma/46races.jpg,painting,other,German,1851-1900,Impressionism,/l/lieberma/46races
RENOIR Pierre-Auguste,(b 1841 Limoges d. 1919 Cagnes-sur-Mer),The Clown,1909,Oil on canvas 120 x 70 cm,Muse de l'Orangerie Paris,48.8638573,2.3222721,Musee De L Orangerie Paris France,Museum,http://www.wga.hu/art/r/renoir/4/4renoi12.jpg,painting,portrait,French,1851-1900,Impressionism,/r/renoir/4/4renoi12
RENOIR Pierre-Auguste,(b 1841 Limoges d. 1919 Cagnes-sur-Mer),Dancing Girl with Castanets,1909,Oil on canvas 155 x 65 cm,National Gallery London,51.5083351,-0.128056,National Gallery United Kingdom,BusinessStructure,http://www.wga.hu/art/r/renoir/4/4renoi14.jpg,painting,other,French,1851-1900,Impressionism,/r/renoir/4/4renoi14
RENOIR Pierre-Auguste,(b 1841 Limoges d. 1919 Cagnes-sur-Mer),Dancing Girl with Tambourine,1909,Oil on canvas 155 x 65 cm,National Gallery London,51.5083351,-0.128056,National Gallery United Kingdom,BusinessStructure,http://www.wga.hu/art/r/renoir/4/4renoi13.jpg,painting,other,French,1851-1900,Impressionism,/r/renoir/4/4renoi13
SIGNAC Paul,(b. 1863 Paris d. 1935 Paris),Pine Tree at Saint-Tropez,1909,Oil on canvas 72 x 92 cm,Pushkin Museum Moscow,55.7569618,37.6150093,Moscow Russia,city/town,http://www.wga.hu/art/s/signac/1/tropez6.jpg,painting,landscape,French,1851-1900,Impressionism,/s/signac/1/tropez6
CROSS Henri-Edmond,(b. 1856 Douai d. 1910 Saint-Clair),The Church of Santa Maria degli Angeli near Assisi,1909,Oil on canvas 74 x 92 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/c/cross/santamar.jpg,painting,landscape,French,1851-1900,Impressionism,/c/cross/santamar
ROUSSEAU Henri,(b. 1844 Laval d. 1910 Paris),The Jardin du Luxembourg,1909,Oil on canvas 38 x 47 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/r/roussea/luxembou.jpg,painting,landscape,French,1851-1900,Realism,/r/roussea/luxembou
ROUSSEAU Henri,(b. 1844 Laval d. 1910 Paris),View of the Fortifications to the Left of the Porte de Vanves,1909,Oil on canvas 31 x 41 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/r/roussea/viewfort.jpg,painting,landscape,French,1851-1900,Realism,/r/roussea/viewfort
VUILLARD douard,(b. 1868 Cuiseaux d. 1940 La Baule),Children,1909,Gouache on paper pasted onto canvas 845 x 777 mm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/v/vuillard/vuilla07.jpg,painting,portrait,French,1851-1900,Impressionism,/v/vuillard/vuilla07
HASSAM Childe,(b. 1859 Dorchester d. 1935 East Hampton),The 14th July Rue Daunou,1910,Oil on canvas 74 x 51 cm,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/h/hassam/14july.jpg,painting,historical,American,1851-1900,Impressionism,/h/hassam/14july
HASSAM Childe,(b. 1859 Dorchester d. 1935 East Hampton),The 14th July Rue Daunou (detail),1910,Oil on canvas,Metropolitan Museum of Art New York,40.7793121,-73.9633408,The Metropolitan Museum Of Art NY,PointOfInterest,http://www.wga.hu/art/h/hassam/14july1.jpg,painting,historical,American,1851-1900,Impressionism,/h/hassam/14july1
RENOIR Pierre-Auguste,(b 1841 Limoges d. 1919 Cagnes-sur-Mer),Madame Renoir with Bob,1910,Oil on canvas 81 x 65 cm,Wadsworth Atheneum Hartford,41.7634697,-72.6732254,Wadsworth Atheneum CT,PointOfInterest,http://www.wga.hu/art/r/renoir/4/4renoi15.jpg,painting,portrait,French,1851-1900,Impressionism,/r/renoir/4/4renoi15
CLAUS Emile,(b. 1849 Sint-Eloois-Vijve d. 1924 Astene),Dew,1910,Oil on canvas 132 x 140 cm,Galleria Nazionale d'Arte Moderna e Contemporanea Rome,41.9032211,12.4956503,Rome Laz. Italy,city/town,http://www.wga.hu/art/c/claus/dew.jpg,painting,landscape,Belgian,1851-1900,Impressionism,/c/claus/dew
NOMELLINI Plinio,(b. 1866 Livorno d. 1943 Firenze),Little Bacchus,1910,Oil on canvas 121 x 94 cm,Galleria dell'Arte Moderna Palazzo Pitti Florence,43.7650909,11.249855,Palazzo Pitti Tosc. Italy,LandmarkBuilding,http://www.wga.hu/art/n/nomellin/littleba.jpg,painting,mythological,Italian,1851-1900,Impressionism,/n/nomellin/littleba
PETROVI Nadeda,(b. 1873 aak d. 1915 Valjevo),Lady with a White Parasol,1910,Oil on canvas 90 x 65 cm,National Museum Belgrade,44.8130989,20.4632607,Belgrade Serbia,city/town,http://www.wga.hu/art/p/petrovic/parasol.jpg,painting,genre,Other,1851-1900,Impressionism,/p/petrovic/parasol
RIPPL-RNAI Jzsef,(b. 1861 Kaposvr d. 1927 Kaposvr),Park with Nudes,1910,Oil on cardboard 70 x 102 cm,Janus Pannonius Mzeum Pcs,46.0730896,18.2287502,Pcs Hungary,city/town,http://www.wga.hu/art/r/rippl-ro/21rippl.jpg,painting,landscape,Hungarian,1851-1900,Impressionism,/r/rippl-ro/21rippl
FERENCZY Kroly,(b. 1862 Wien d. 1917 Budapest),The Painter Pl Szinyei Merse,1910,Oil on canvas 81 x 67 cm,Muzeul Judetean Mures Targu Mures,46.5425682,24.5580006,Trgu Mure Romania,city/town,http://www.wga.hu/art/f/ferenczz/19ferenc.jpg,painting,portrait,Hungarian,1851-1900,Impressionism,/f/ferenczz/19ferenc
FNYES Adolf,(b. 1867 Kecskemt d. 1945 Budapest),Poppy-seed Cake,1910,Oil on canvas 80 x 87 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/f/fenyes/5fenyes.jpg,painting,still-life,Hungarian,1851-1900,Realism,/f/fenyes/5fenyes
RIPPL-RNAI Jzsef,(b. 1861 Kaposvr d. 1927 Kaposvr),Parc Monceau,1910,Oil on cardboard 75 x 105 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/r/rippl-ro/19rippl.jpg,painting,landscape,Hungarian,1851-1900,Impressionism,/r/rippl-ro/19rippl
WEISGERBER Albert,(b. 1878 Sankt Ingbert d. 1915 Fromelles),Riding in the English Gardens Munich,1910,Oil on canvas 60 x 71 cm,Saarlndisches Landesmuseum Saarbrcken,49.2314911,6.9983301,Saarbrcken SL Germany,city/town,http://www.wga.hu/art/w/weisgerb/riding.jpg,painting,genre,German,1851-1900,Impressionism,/w/weisgerb/riding
ROUSSEAU Henri,(b. 1844 Laval d. 1910 Paris),The Alley in the Park of Saint-Cloud,1910,Oil on canvas.46 x 38 cm,Stdelsches Kunstinstitut Frankfurt,50.1120796,8.6834097,Frankfurt HE Germany,city/town,http://www.wga.hu/art/r/roussea/park.jpg,painting,landscape,French,1851-1900,Realism,/r/roussea/park
LIEBERMANN Max,(b. 1847 Berlin d. 1935 Berlin),Evening at Uhlenhorster Fhrhaus,1910,Oil on canvas 88 x 112 cm,Kunsthalle Hamburg,53.5537491,9.9918299,Hamburg HH Germany,city/town,http://www.wga.hu/art/l/lieberma/48evenin.jpg,painting,landscape,German,1851-1900,Impressionism,/l/lieberma/48evenin
PAULSEN Julius,(b. 1860 Odense d. 1940 Kbenhavn),Under the Pont des Arts Paris,1910,Oil on canvas 46 x 55 cm,Statens Museum for Kunst Copenhagen,55.6765289,12.5819702,Copenhagen Denmark,city/town,http://www.wga.hu/art/p/paulsen/pontarts.jpg,painting,landscape,Danish,1851-1900,Impressionism,/p/paulsen/pontarts
ROUSSEAU Henri,(b. 1844 Laval d. 1910 Paris),In a Tropical Forest,1910,Oil on canvas 46 x 55 cm,The Hermitage St. Petersburg,59.9331818,30.3060398,St Petersburg Russia,city/town,http://www.wga.hu/art/r/roussea/tropical.jpg,painting,landscape,French,1851-1900,Realism,/r/roussea/tropical
BERUETE Aureliano,(b. 1845 Madrid d. 1912 Madrid),Hawthorn in Blossom,1911,Oil on canvas 66 x 100 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/b/beruete/hawthorn.jpg,painting,landscape,Spanish,1851-1900,Impressionism,/b/beruete/hawthorn
BERUETE Aureliano,(b. 1845 Madrid d. 1912 Madrid),View of the Sierra de Guadarrama,1911,Oil on canvas 56 x 102 cm,Museo del Prado Madrid,40.4138145,-3.6921949,Prado Museum Community of Madrid Spain,PointOfInterest,http://www.wga.hu/art/b/beruete/sierra_g.jpg,painting,landscape,Spanish,1851-1900,Impressionism,/b/beruete/sierra_g
HASSAM Childe,(b. 1859 Dorchester d. 1935 East Hampton),Sunset at Sea,1911,Oil on hessian 86 x 86 cm,Rose Art Museum Brandeis University Waltham,42.366394,-71.2590103,Brandeis University MA,HigherEducationFacility,http://www.wga.hu/art/h/hassam/sunset.jpg,painting,landscape,American,1851-1900,Impressionism,/h/hassam/sunset
PETROVI Nadeda,(b. 1873 aak d. 1915 Valjevo),Bois de Boulogne,1911,Oil on cardboard 45 x 52 cm,Museum for Modern Art Belgrade,44.8130989,20.4632607,Belgrade Serbia,city/town,http://www.wga.hu/art/p/petrovic/boulogne.jpg,painting,landscape,Other,1851-1900,Impressionism,/p/petrovic/boulogne
FERENCZY Kroly,(b. 1862 Wien d. 1917 Budapest),Archers,1911,Oil on canvas 64 x 78 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/f/ferenczz/22ferenc.jpg,painting,other,Hungarian,1851-1900,Impressionism,/f/ferenczz/22ferenc
FERENCZY Kroly,(b. 1862 Wien d. 1917 Budapest),Female Nude against Green Background I,1911,Oil on canvas 118 x 145 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/f/ferenczz/21ferenc.jpg,painting,other,Hungarian,1851-1900,Impressionism,/f/ferenczz/21ferenc
FERENCZY Kroly,(b. 1862 Wien d. 1917 Budapest),Triple Portrait (Sister and Brothers),1911,Oil on canvas 77 x 104 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/f/ferenczz/23ferenc.jpg,painting,portrait,Hungarian,1851-1900,Impressionism,/f/ferenczz/23ferenc
IVNYI GRNWALD Bla,(b. 1867 Somogysom d. 1940 Budapest),Market of Kecskemt in Winter,1911,Oil on laminated paper 50 x 73 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/i/ivanyi/8market.jpg,painting,genre,Hungarian,1851-1900,Impressionism,/i/ivanyi/8market
MEDNYNSZKY Lszl,(b. 1852 Beck d. 1919 Wien),Head of a Tramp,Y1911,Oil on canvas 59 x 45 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/m/mednyans/11mednya.jpg,painting,genre,Hungarian,1851-1900,Realism,/m/mednyans/11mednya
RIPPL-RNAI Jzsef,(b. 1861 Kaposvr d. 1927 Kaposvr),Pl Szinyei Merse,1911,Oil on cardboard 71 x 96 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/r/rippl-ro/22rippl.jpg,painting,portrait,Hungarian,1851-1900,Impressionism,/r/rippl-ro/22rippl
RENOIR Pierre-Auguste,(b 1841 Limoges d. 1919 Cagnes-sur-Mer),Gabrielle with a Rose,1911,Oil on canvas 56 x 47 cm,Muse d'Orsay Paris,48.8605576,2.325556,Muse d'Orsay Paris France,PointOfInterest,http://www.wga.hu/art/r/renoir/4/4renoi17.jpg,painting,portrait,French,1851-1900,Impressionism,/r/renoir/4/4renoi17
CORINTH Lovis,(b. 1858 Tapiau d. 1925 Zandvoort),Emperor's Day in Hamburg,1911,Oil on canvas 70 x 91 cm,Wallraf-Richartz-Museum Cologne,50.9376488,6.957952,Wallraf Richartz Museum NW Germany,Unknown,http://www.wga.hu/art/c/corinth/corint06.jpg,painting,historical,German,1851-1900,Impressionism,/c/corinth/corint06
GORE Spencer Frederick,(b. 1878 Epsom d. 1914 Surrey),Mornington Crescent,1911,Oil on canvas 64 x 77 cm,Tate Gallery London,51.4908333,-0.127222,Tate Britain United Kingdom,Museum,http://www.wga.hu/art/g/gore/morningt.jpg,painting,landscape,English,1851-1900,Impressionism,/g/gore/morningt
CORINTH Lovis,(b. 1858 Tapiau d. 1925 Zandvoort),The Artist's Wife at the Dressing Table,1911,Oil on canvas 120 x 90 cm,Kunsthalle Hamburg,53.5537491,9.9918299,Hamburg HH Germany,city/town,http://www.wga.hu/art/c/corinth/corint11.jpg,painting,portrait,German,1851-1900,Impressionism,/c/corinth/corint11
SEROV Valentin,(b. 1865 St. Petersburg d. 1911 Moscow),Portrait of Princess Orlova,1911,Oil on canvas 238 x 160 cm,State Russian Museum St. Petersburg,59.9387436,30.3323841,Museu Russo Russia,LandmarkBuilding,http://www.wga.hu/art/s/serov/09serov.jpg,painting,portrait,Russian,1851-1900,Realism,/s/serov/09serov
SEROV Valentin,(b. 1865 St. Petersburg d. 1911 Moscow),Portrait of Princess Orlova (detail),1911,Oil on canvas,State Russian Museum St. Petersburg,59.9387436,30.3323841,Museu Russo Russia,LandmarkBuilding,http://www.wga.hu/art/s/serov/10serov.jpg,painting,portrait,Russian,1851-1900,Realism,/s/serov/10serov
FRIESEKE Frederick Carl,(b. 1874 Owosso d. 1939 New York),Lady in a Garden,1912,Oil on canvas 81 x 65 cm,Terra Foundation for American Art Chicago,41.8842506,-87.6324463,Chicago IL,city/town,http://www.wga.hu/art/f/frieseke/garden.jpg,painting,landscape,American,1851-1900,Impressionism,/f/frieseke/garden
REDON Odilon,(b. 1840 Bordeaux d. 1916 Paris),Large Green Vase with Flowers,1912,Pastel on paper 74 x 62 cm,Museum of Fine Arts Boston,42.3393745,-71.0941315,Museum Of Fine Arts MA,PointOfInterest,http://www.wga.hu/art/r/redon/vase.jpg,painting,still-life,French,1851-1900,Impressionism,/r/redon/vase
NAGY BALOGH Jnos,(b. 1874 Budapest d. 1919 Budapest),Atelier,1912,Oil on canvas on paste-board 25 5 x 32 cm,Hungarian National Gallery Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/n/nagy/6nagybal.jpg,painting,interior,Hungarian,1851-1900,Realism,/n/nagy/6nagybal
NAGY BALOGH Jnos,(b. 1874 Budapest d. 1919 Budapest),Navvies with Barrow,1912,Oil on canvas 19 x 26 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/n/nagy/7nagybal.jpg,painting,genre,Hungarian,1851-1900,Realism,/n/nagy/7nagybal
NAGY BALOGH Jnos,(b. 1874 Budapest d. 1919 Budapest),Navvy,1912,Oil on canvas 27 x 33 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/n/nagy/5nagybal.jpg,painting,genre,Hungarian,1851-1900,Realism,/n/nagy/5nagybal
PREISLER Jan,(b. 1872 Popovice u Berouna d. 1918 Praha),Bathers,1912,Oil on canvas 105 x 150 cm,Nrodn Galerie Prague,50.0667992,14.4658461,Prague,state/province,http://www.wga.hu/art/p/preisler/bathers.jpg,painting,other,Bohemian,1851-1900,Impressionism,/p/preisler/bathers
CORINTH Lovis,(b. 1858 Tapiau d. 1925 Zandvoort),Flowers,1912,Oil on canvas 120 x 100 cm,Staatliche Kunstsammlungen Dresden,51.0536308,13.7408104,Dresden SN Germany,city/town,http://www.wga.hu/art/c/corinth/corint10.jpg,painting,still-life,German,1851-1900,Impressionism,/c/corinth/corint10
GILMAN Harold,(b. 1876 Rode d. 1919 London),Canal Bridge Flekkefjord,1912,Oil on canvas 46 x 61 cm,Tate Gallery London,51.4908333,-0.127222,Tate Britain United Kingdom,Museum,http://www.wga.hu/art/g/gilman/flekkefj.jpg,painting,landscape,English,1851-1900,Impressionism,/g/gilman/flekkefj
SLEVOGT Max,(b. 1868 Landshut d. 1932 Neukastel),Garden at Neu-Cladow,1912,Oil on canvas 66 x 83 cm,Westflisches Landesmuseum Mnster,51.9630089,7.6178098,Mnster NW Germany,city/town,http://www.wga.hu/art/s/slevogt/slevogt5.jpg,painting,landscape,German,1851-1900,Impressionism,/s/slevogt/slevogt5
CORINTH Lovis,(b. 1858 Tapiau d. 1925 Zandervoort),Samson Blinded,1912,Oil on canvas 130 x 105 cm,Nationalgalerie Berlin,52.5160713,13.3769798,Berlin BE Germany,city/town,http://www.wga.hu/art/c/corinth/corint09.jpg,painting,mythological,German,1851-1900,Impressionism,/c/corinth/corint09
LAWSON Ernst,(b. 1873 Halifax Nova Scotia d. 1939 Miami Beach),Spring Night Harlem River,1913,Oil on canvas on panel 64 x 76 cm,Phillips Collection Washington,38.9117393,-77.0470352,The Phillips Collection DC,PointOfInterest,http://www.wga.hu/art/l/lawson/spring.jpg,painting,landscape,Other,1851-1900,Impressionism,/l/lawson/spring
MILIEVI Kosta,(b. 1877 Vraka near Skadar d. 1920 Beograd),Spring,1913,Oil on canvas 102 x 50 cm,National Museum Belgrade,44.8130989,20.4632607,Belgrade Serbia,city/town,http://www.wga.hu/art/m/milicevi/spring.jpg,painting,landscape,Other,1851-1900,Impressionism,/m/milicevi/spring
TRBNER Wilhelm,(b. 1851 Heidelberg d. 1917 Karlsruhe),Neuburg Gates Heidelberg,1913,Oil on canvas 62 x 80 cn,Kunsthalle Mannheim,49.4865112,8.4667797,Mannheim BW Germany,city/town,http://www.wga.hu/art/t/trubner/neuburg.jpg,painting,landscape,German,1851-1900,Impressionism,/t/trubner/neuburg
CORINTH Lovis,(b. 1858 Tapiau d. 1925 Zandvoort),Self-Portrait in Straw Hat,1913,Oil on canvas 98 x 66 cm,Von der Heydt-Museum Wuppertal,51.2573013,7.1465802,Von Der Heydt Museum NW Germany,Museum,http://www.wga.hu/art/c/corinth/corint08.jpg,painting,portrait,German,1851-1900,Impressionism,/c/corinth/corint08
VUILLARD douard,(b. 1868 Cuiseaux d. 1940 La Baule),View of the Binnenalster in Hamburg,1913,Gouache on cardboard 74 x 55 cm,Kunsthalle Hamburg,53.5537491,9.9918299,Hamburg HH Germany,city/town,http://www.wga.hu/art/v/vuillard/vuilla08.jpg,painting,landscape,French,1851-1900,Impressionism,/v/vuillard/vuilla08
ANCHER Anna Kirstine,(b. 1859 Skagen d. 1935 Skagen),The Artist's Mother Anna Hedvig Brndum,1913,Oil on canvas 79 x 63 cm,Skagens Museum Skagen,57.7248116,10.5961399,Skagen Denmark,city/town,http://www.wga.hu/art/a/ancher/mother.jpg,painting,portrait,Danish,1851-1900,Impressionism,/a/ancher/mother
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Water Lilies,1914,Oil on canvas 200 x 200 cm,National Museum of Western Art Tokyo,35.6840782,139.8088531,Tokyo Japan,city/town,http://www.wga.hu/art/m/monet/08/7liliy03.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/7liliy03
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Irises,Y1914,Oil on canvas 199 x 151 cm,Virginia Museum of Fine Arts Richmond,37.555706,-77.4749451,Virginia Museum of Fine Arts VA,PointOfInterest,http://www.wga.hu/art/m/monet/08/8willow.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/8willow
PRENDERGAST Maurice Brazil,(b. 1859 St. John's Newfoundland d. 1924 New York),Along the Shore,Y1914,Oil on canvas 59 x 86 cm,Columbia Museum of Art Columbus,39.9619904,-83.0027466,Columbus OH,city/town,http://www.wga.hu/art/p/prenderg/shore.jpg,painting,landscape,American,1851-1900,Impressionism,/p/prenderg/shore
RENOIR Pierre-Auguste,(b 1841 Limoges d. 1919 Cagnes-sur-Mer),Seated Bather,1914,Oil on canvas 82 x 68 cm,Art Institute Chicago,41.8842506,-87.6324463,Chicago IL,city/town,http://www.wga.hu/art/r/renoir/4/4renoi18.jpg,painting,portrait,French,1851-1900,Impressionism,/r/renoir/4/4renoi18
NOMELLINI Plinio,(b. 1866 Livorno d. 1943 Firenze),The First Birthday,1914,Oil on canvas 285 x 305 cm,Galleria d'Arte Moderna Florence,43.7823715,11.2549896,Florence Tosc. Italy,city/town,http://www.wga.hu/art/n/nomellin/birthday.jpg,painting,genre,Italian,1851-1900,Impressionism,/n/nomellin/birthday
NOMELLINI Plinio,(b. 1866 Livorno d. 1943 Firenze),The First Birthday (detail),1914,Oil on canvas,Galleria d'Arte Moderna Florence,43.7823715,11.2549896,Florence Tosc. Italy,city/town,http://www.wga.hu/art/n/nomellin/birthdaz.jpg,painting,genre,Italian,1851-1900,Impressionism,/n/nomellin/birthdaz
MCNICOLL Helen Galloway,(b. 1879 Toronto d. 1915 Swanage),In the Shadow of the Tent,1914,Oil on canvas 82 x 102 cm,Museum of Fine Arts Montreal,45.5124016,-73.5546875,Montreal QC,city/town,http://www.wga.hu/art/m/mcnicoll/shadow.jpg,painting,genre,American,1851-1900,Impressionism,/m/mcnicoll/shadow
RIPPL-RNAI Jzsef,(b. 1861 Kaposvr d. 1927 Kaposvr),Portrait of Riccardo Vies Roda Pianist,1914,Oil on cardbooard 97 x 69 cm,Rippl-Rnai Mzeum Kaposvr,46.3552818,17.7852592,Kaposvr Hungary,city/town,http://www.wga.hu/art/r/rippl-ro/23rippl.jpg,painting,portrait,Hungarian,1851-1900,Impressionism,/r/rippl-ro/23rippl
MEDNYNSZKY Lszl,(b. 1852 Beck d. 1919 Wien),Jan Horak,1914,Tempera and Indian ink on paper 41 x 31 cm,Dek Collection Municipal Gallery Szkesfehrvr,47.1961098,18.4103699,Szkesfehrvr Hungary,city/town,http://www.wga.hu/art/m/mednyans/12mednya.jpg,painting,portrait,Hungarian,1851-1900,Realism,/m/mednyans/12mednya
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Water Lilies Green Harmony,Y1914,Oil on canvas 200 x 425 cm,Muse de l'Orangerie Paris,48.8638573,2.3222721,Musee De L Orangerie Paris France,Museum,http://www.wga.hu/art/m/monet/08/7liliy04.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/7liliy04
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Water Lilies Sunset,Y1914,Oil on canvas 200 x 600 cm,Muse de l'Orangerie Paris,48.8638573,2.3222721,Musee De L Orangerie Paris France,Museum,http://www.wga.hu/art/m/monet/08/7liliy05.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/7liliy05
MONET Claude,(b. 1840 Paris d. 1926 Giverny),Water Lilies,1916,Oil on canvas 200 x 200 cm,Bridgestone Museum of Art Tokyo,35.6840782,139.8088531,Tokyo Japan,city/town,http://www.wga.hu/art/m/monet/08/7liliy06.jpg,painting,landscape,French,1851-1900,Impressionism,/m/monet/08/7liliy06
HOLLSY Simon,(b. 1857 Mramarossziget d. 1918 Tcs),Self-Portrait,1916,Oil on canvas 106 x 79 cm,Magyar Nemzeti Galria Budapest,47.4997215,19.0550804,Budapest Hungary,city/town,http://www.wga.hu/art/h/hollosy/7selfpor.jpg,painting,portrait,Hungarian,1851-1900,Realism,/h/hollosy/7selfpor
